GrouP28,,,,,
P1,P2,P3,P4,P5,PC
290.14,119.49,115.21,99,74.35,82
290.62,119.4,115.11,99.01,74.13,82
290.73,119.4,114.98,98.99,74.08,82
290.55,119.46,114.96,99.02,74,82
290.39,119.36,114.99,99.01,74.04,82
290.63,119.36,114.89,99.04,74.08,82
289.98,119.27,114.81,98.98,74.16,82
290.68,119.32,114.93,99.01,74.14,82
290,119.37,114.89,99.01,74.28,82
290.92,119.4,114.98,99.02,74.16,82
292.89,119.41,114.97,99.01,74,82
293.06,119.46,114.99,99.04,74.16,82
295.3,119.84,115.25,99.06,74.15,82
295.09,120.36,115.79,98.98,74.35,82
297.73,120.95,116.51,99,74.28,82
297.54,121.14,116.95,98.99,74.39,82
298.12,121.3,117.33,99.02,74.37,82
298.53,121.3,117.46,98.98,74.35,82
297.02,121.32,117.56,98.96,74.59,82
297.58,121.38,117.57,99.03,74.48,82
297.37,121.24,117.55,99.02,74.57,82
278.3721642,121.47,117.6,99,74.76,82
280.3145392,122.09,118.09,99.04,74.94,82
282.3257117,122.69,118.54,99.02,75.17,82
283.3019153,123.03,118.8,99.05,75.32,82
284.0278104,123.28,119.08,99.07,75.35,82
283.9541187,123.32,119.17,98.98,75.64,82
284.4857064,123.32,119.28,98.89,75.37,82
284.6804259,123.46,119.33,98.98,75.46,82
283.9780492,123.37,119.33,99.02,75.56,82
284.1048652,123.47,119.38,99.07,75.65,82
284.0333827,123.43,119.42,99,75.68,82
283.8957455,123.42,119.44,99.03,75.66,82
283.8795914,123.45,119.48,99.06,75.67,82
283.7546426,123.44,119.54,99.05,75.69,82
283.7045296,123.43,119.54,98.97,75.86,82
284.4642264,123.41,119.49,98.9,75.47,82
284.2088643,123.48,119.54,98.97,75.68,82
284.0627253,123.46,119.57,99.04,75.54,82
284.1688031,123.46,119.58,99.03,75.48,82
285.2724726,123.55,119.65,98.94,75.15,82
284.7915793,123.48,119.69,98.97,75.15,82
283.2689901,123.09,119.4,98.99,75.13,82
282.1554741,122.67,118.94,99.06,74.78,82
282.3430269,122.46,118.6,98.97,74.46,82
282.0624408,122.17,118.23,98.92,74.14,82
281.4071313,121.97,117.9,98.99,74.08,82
281.3605492,122,117.77,99.04,74.22,82
281.4402532,121.91,117.72,99.01,73.98,82
281.8038148,121.9,117.69,98.98,73.79,82
282.4962322,122.04,117.75,99,73.68,82
282.6487226,122.08,117.78,99,73.68,82
282.877819,122.06,117.78,98.99,73.48,82
283.3133532,122.08,117.77,98.97,73.3,82
283.5184088,122.13,117.78,98.92,73.42,82
282.2776313,122.02,117.8,98.99,73.74,82
282.8938186,122.16,117.81,99.07,73.6,82
282.817855,122.24,117.95,99.05,73.83,82
283.292726,122.27,118.05,99.01,73.6,82
282.9702792,122.29,118.09,99,73.87,82
282.511938,122.27,118.03,99,74.17,82
282.1670011,122.26,118.07,99.06,74.21,82
282.4163506,122.34,118.14,99.05,74.26,82
282.2656502,122.31,118.14,99,74.37,82
282.5041887,122.26,118.14,98.95,74.15,82
282.0885318,122.3,118.14,98.98,74.5,82
282.1303942,122.32,118.16,98.97,74.54,82
282.5320075,122.38,118.18,98.92,74.55,82
281.2942137,122.29,118.2,99.02,74.87,82
281.7779184,122.38,118.27,99.04,74.73,82
281.7928385,122.42,118.31,98.99,74.92,82
281.7299793,122.36,118.36,98.92,74.87,82
281.8852649,122.44,118.38,98.99,74.86,82
280.9935245,122.29,118.25,99.02,75.03,82
281.0407939,122.4,118.33,99.07,75.18,82
281.5993076,122.4,118.3,99.04,74.89,82
282.1368342,122.55,118.32,99,75.08,82
282.0431121,122.48,118.27,99,74.96,82
282.4710983,122.61,118.25,99.1,74.9,82
285.0541451,123.37,118.91,99.04,75.16,82
286.328488,123.96,119.7,98.98,75.64,82
287.0129786,124.3,120.21,98.97,75.85,82
286.7271886,124.45,120.52,99.04,76.11,82
286.9310037,124.43,120.68,98.98,75.89,82
286.2811841,124.41,120.68,98.95,76.33,82
286.5305108,124.37,120.7,98.97,75.97,82
285.5888973,124.1,120.56,98.92,75.96,82
284.1693488,123.94,120.42,99,76.36,82
283.5841257,123.73,120.26,98.96,76.3,82
299.88,123.4,119.98,99.03,76.42,82
281.0739444,123.02,119.64,99,76.16,82
294.76,122.82,119.39,99.04,76.33,82
289.38,122.17,118.88,98.98,75.82,82
285.06,121.65,118.3,98.91,75.87,82
280.07,121.04,117.51,98.98,75.84,82
280,120.54,116.88,99.04,75.84,82
281.58,120.66,116.43,99.04,75.95,82
278.02,121.47,117.17,99.01,76.15,82
269.97,122.3,118.16,99.02,76.06,82
265.77,122.39,118.55,99.04,76.13,82
263.63,122.34,118.64,99,76.29,82
264.75,121.99,118.02,99,76.24,82
266.61,122.97,118.61,99.03,76.41,82
262.04,123.83,119.45,99.02,76.59,82
262.39,124.26,120.01,99.05,76.98,82
260.95,124.73,120.56,99.03,76.99,82
261.71,124.95,120.91,99.02,77.1,82
273.65,125.16,121.11,98.98,77.58,82
275.78,126.02,121.66,98.96,78,82
282.2,127.08,122.74,98.96,78.75,82
282.98,128.19,123.47,98.96,79.14,82
294.73,128.86,124.18,99.02,79.54,82
299.4126934,129.44,124.89,99.06,79.82,82
300.3210002,129.96,125.51,99.02,80.43,82
300.359882,130.01,125.58,99.06,80.42,82
300.9892344,130.31,125.78,99.08,80.75,82
302.7647035,131.02,126.33,99.06,81.41,82
304.2783788,131.51,126.75,99.1,81.52,82
305.0073696,131.7,127.06,98.89,81.81,82
304.7666072,131.75,127.2,98.91,81.97,82
303.6012411,131.65,127.28,98.96,82.26,82
302.7562581,131.52,127.22,99,82.38,82
301.0224252,131.28,127.26,99.01,82.72,82
301.4529313,131.3,127.32,99,82.46,82
301.386143,131.37,127.43,98.96,82.72,82
301.1076977,131.27,127.4,98.96,82.61,82
300.8839822,131.31,127.52,98.92,82.87,82
300.2169231,131.35,127.54,98.98,83.31,82
299.8016673,131.27,127.66,98.93,83.33,82
299.4686508,131.3,127.62,98.93,83.69,82
299.4567925,131.28,127.6,99.03,83.44,82
299.317226,131.26,127.77,98.92,83.55,82
298.5372018,131.25,127.88,98.92,83.95,82
297.9998125,131.07,127.73,98.94,83.82,82
296.4284603,130.78,127.61,98.94,84.05,82
295.2493646,130.7,127.73,98.98,84.4,82
294,130.88,127.9,99.03,84.38,82
297.99,130.25,127.43,99,84.32,82
297.31,129.75,126.77,99.04,84.58,82
295.04,129.73,126.64,99.03,84.58,82
296.77,129.41,126.25,98.99,84.46,82
293.52,129.25,125.94,99.02,84.8,82
293.7,129.28,125.89,98.99,85.1,82
298,129.51,126.05,98.95,84.95,82
296.37,129.34,125.89,98.99,84.96,82
292.24,129.32,125.67,99.07,85.2,82
291.85,129.41,125.84,99.04,84.98,82
291.26,129.65,126.18,99.05,85.18,82
289.5,129.95,126.56,99.09,85.21,82
289.84,129.94,126.71,99.04,85.41,82
291.43,129.91,126.64,99.08,85.41,82
298.55,129.97,126.76,99.14,85.58,82
298.98,130.31,127.13,99.07,85.97,82
296.89,130.45,127.18,98.97,85.8,82
292.8298094,130.38,127.01,98.92,85.77,82
294.1485816,130.74,127.46,98.79,85.92,82
294.8595655,131.2,128.01,99.04,85.92,82
295.1723965,131.49,128.46,99.06,86.21,82
295.3444206,131.51,128.64,99.04,86.04,82
296.4404128,131.78,128.97,99.05,85.86,82
295.6093961,131.57,128.97,98.96,85.93,82
294.7391547,131.46,128.96,98.98,86.13,82
294.821654,131.41,128.9,99.02,85.88,82
293.907107,131.24,128.97,99.07,85.78,82
294.5422217,131.29,128.98,99.09,85.46,82
296.2477875,131.19,128.92,98.5,85.27,82
294.7809405,131.28,129.01,98.98,85.47,82
293.3462573,131.32,129.11,99.33,85.75,82
294.0533484,131.28,129.22,98.96,85.82,82
294.097524,131.39,129.31,99.04,85.9,82
293.5196294,131.32,129.35,99.22,85.65,82
294.9294401,131.41,129.47,99.01,85.32,82
295.9102231,131.6,129.49,98.96,85.36,82
295.4774272,131.49,129.52,98.95,85.29,82
295.1520358,131.49,129.57,98.92,85.53,82
294.2142836,131.49,129.5,99.11,85.83,82
294.2902512,131.48,129.51,99.08,85.8,82
293.5862608,131.45,129.52,99.1,86.13,82
290.8752101,130.78,129.1,99.13,86.1,82
290.7249459,130.29,128.58,98.73,85.91,82
290.6047646,130.4,128.64,98.89,85.96,82
291.2007778,130.75,128.93,99.15,85.89,82
291.3818279,130.88,129.24,99.1,86.02,82
290.3444071,130.76,129.06,99.05,86.6,82
293.7219842,131.55,129.66,98.81,86.85,82
295.1267976,131.99,130.11,98.89,86.76,82
293.5778237,131.79,130.23,99.12,86.57,82
291.8968551,131.32,129.93,99.1,86.49,82
290.1214849,130.6,129.34,98.96,86.17,82
286.7365822,129.64,128.16,99.08,86.14,82
289.0125431,129.96,128.12,99.09,85.65,82
291.1914694,130.29,128.26,98.99,85.33,82
292.4098313,130.38,128.54,99.04,84.44,82
293.7821958,130.45,128.66,99.02,83.67,82
288.7348761,128.62,127.74,98.97,82.06,82
285.2539689,127.13,126.25,98.93,80.98,82
283.5770089,126.17,125.1,98.97,79.93,82
282.7780648,125.7,124.27,98.97,79.68,82
283.4254058,125.67,124.08,98.98,79.29,82
283.5440806,125.74,124.04,99.01,79.41,82
282.5092799,125.51,123.75,99.03,79.58,82
283.0328062,125.63,123.63,99.05,79.68,82
284.0348984,126.06,123.98,99.04,80.11,82
285.6759754,126.44,124.43,99.06,79.79,82
285.8341002,126.55,124.54,99.09,79.88,82
286.6771634,126.86,124.73,98.98,80.38,82
291.0504116,128.19,125.65,99.01,80.86,82
293.1451274,128.97,126.33,99.04,81.31,82
294.8407767,129.57,126.95,99.05,81.54,82
295.7924104,130.07,127.58,99.07,81.92,82
295.9376124,130.26,128.02,99.06,82.07,82
295.5148177,130.25,128.21,99.02,82.24,82
294.6767822,130.14,128.27,99,82.44,82
293.6196218,129.91,128.24,98.96,82.52,82
293.9899022,130.02,128.37,98.97,82.49,82
294.935185,130.3,128.62,99.04,82.39,82
294.5191928,130.2,128.76,99.06,82.18,82
294.5774677,130.23,128.79,98.98,82.38,82
293.9486312,130.09,128.75,98.95,82.45,82
293.8426368,129.98,128.69,98.92,82.28,82
293.648761,129.98,128.63,98.97,82.36,82
294.5247862,130.14,128.72,98.93,82.29,82
295.762217,130.51,129.08,98.97,82.25,82
294.645968,130.15,128.96,98.99,81.9,82
292.6334136,129.46,128.37,99.03,81.46,82
291.2638128,128.96,127.72,99.03,81.34,82
289.1292078,128.26,127.13,98.98,81.14,82
288.3228827,127.76,126.62,99,80.47,82
286.9332394,127.32,126.29,99.04,80.19,82
286.899048,127.31,126.14,99.08,80.23,82
287.1692334,127.13,126.05,98.98,79.75,82
286.151084,126.88,125.82,99,79.79,82
285.4214577,126.5,125.37,98.98,79.49,82
284.9694458,126.32,124.99,98.97,79.57,82
285.0948295,126.34,124.86,98.93,79.75,82
287.2963989,127.04,125.38,98.95,80.03,82
289.6209828,127.75,125.9,98.96,80.28,82
290.6872355,128.16,126.38,99,80.38,82
291.3609652,128.38,126.59,99.02,80.41,82
293.0123919,128.83,126.97,98.98,80.5,82
294.0822515,129.25,127.39,98.96,80.81,82
293.8835511,129.29,127.59,99.03,80.75,82
293.5208536,129.1,127.49,98.9,80.74,82
292.6727026,128.94,127.41,98.96,80.74,82
291.9026719,128.89,127.38,99.03,80.98,82
292.107469,128.9,127.34,99.02,80.93,82
291.6449618,128.74,127.18,99.07,80.76,82
290.9917639,128.61,127.2,99,80.91,82
291.8506989,128.81,127.31,99,80.88,82
292.7403948,128.98,127.51,99.01,80.63,82
292.9244927,128.99,127.6,98.89,80.71,82
292.300546,128.96,127.68,98.94,80.86,82
291.3628162,128.75,127.6,98.98,80.8,82
291.0389554,128.7,127.53,99.07,80.73,82
291.235959,128.81,127.66,99.06,80.86,82
290.4208557,128.66,127.53,99.07,81.02,82
289.7168354,128.49,127.45,99.03,81.1,82
289.4760433,128.3,127.34,99.05,80.7,82
289.7789924,128.25,127.11,99.01,80.62,82
288.7217715,128.15,127.02,99.04,81.03,82
290.2840935,128.46,127.18,99,80.92,82
290.1796714,128.55,127.38,99.06,80.98,82
291.1524576,128.78,127.65,99.04,80.87,82
291.5768296,128.98,127.81,99.05,81.07,82
291.2079352,128.93,127.81,99.03,81.2,82
290.9473628,128.83,127.79,99.02,81.09,82
290.8651973,128.77,127.71,98.94,81.19,82
290.5686515,128.69,127.65,98.98,81.1,82
290.6381267,128.62,127.58,98.95,80.95,82
290.2873628,128.59,127.54,99.01,81,82
289.8282901,128.54,127.59,98.96,81.21,82
290.5724581,128.67,127.63,98.98,81.05,82
290.9310183,128.75,127.71,98.94,81.08,82
290.5166816,128.66,127.63,99.03,80.95,82
289.9718626,128.61,127.6,99.07,81.1,82
290.7321023,128.74,127.59,99.03,81.1,82
290.8473596,128.7,127.56,99.01,80.96,82
291.2081198,128.84,127.67,99.04,81.01,82
281.0357038,125.5,125.41,99.04,79.05,82
295.14,122.53,122.62,98.94,78.4,82
291.17,120.59,120.7,98.97,78.08,82
291.46,119.75,119.47,98.96,77.72,82
290.22,119.45,118.99,99.01,77.59,82
289.16,119.56,118.8,98.95,77.32,83
285.46,119.66,118.87,98.95,77.22,83
281.29,119.77,119,98.96,77.02,83
277.41,119.97,119.07,98.99,77.18,83
272.67,120.08,119.2,98.96,77.19,83
273.29,120.07,119.32,98.99,77.12,83
277.17,120.18,119.31,98.96,76.97,83
281.95,120.28,119.4,99.02,76.84,83
284.29,120.42,119.47,99.01,76.62,83
286.7,120.51,119.57,99.02,76.54,83
286.62,120.63,119.64,98.94,76.4,83
288.37,120.63,119.59,98.99,76.35,83
291.49,120.9,119.67,99.02,76.78,83
293.05,121.2,119.98,99.03,76.52,83
295.27,121.3,120.07,99.01,76.7,83
294.9,121.33,120.13,99.03,76.57,83
299.29,121.37,120.21,99.01,76.73,83
298.62,121.66,120.43,99.01,76.73,83
294.07,121.68,120.47,98.93,76.57,83
291.2,121.42,120.33,98.95,76.66,83
288.5,121.1,120.01,98.96,76.55,83
287.74,120.82,119.71,99.03,76.52,83
285.41,120.74,119.6,98.93,76.34,83
281.52,120.85,119.65,98.95,76.52,83
277.61,121.01,119.73,99,76.43,83
273.77,120.97,119.82,99.04,76.56,83
268.42,120.99,119.94,99.01,76.51,83
266.22,120.97,119.87,99,76.68,83
261.79,120.95,119.84,99.02,76.41,83
259.96,120.9,119.79,99,76.51,83
258.26,120.83,119.79,99.01,76.63,83
256.12,120.77,119.79,99.04,76.55,83
253.66,120.88,119.75,99,76.37,83
251.59,120.91,119.75,98.99,76.41,83
251.36,120.96,119.88,98.98,76.48,83
250.72,121.03,119.97,99.04,76.27,83
250.54,121.13,120.15,99.02,76.15,83
252.1,121.08,120.13,99.01,75.99,83
253.06,121.2,120.14,98.97,76.24,83
253.02,121.16,120.22,99,76.38,83
252.7,121.12,120.13,99.03,76.29,83
252.9,121.01,120.02,99.01,75.89,83
253.73,120.98,119.93,98.95,76.12,83
254.05,121.08,120.01,99.03,76.01,83
254.34,121.05,120.02,99,75.99,83
254.57,121.03,120.07,99.04,76.1,83
255.18,121.05,120.05,99.02,76.02,83
255.33,121.05,120,98.97,75.82,83
256.55,120.87,119.95,98.95,75.98,83
257.25,120.75,119.97,98.99,75.78,83
257.09,120.67,119.87,99.04,76.02,83
259.88,120.66,119.95,99.06,75.66,83
261.83,120.69,119.89,99,75.55,83
263.01,120.64,119.85,98.99,75.75,83
265.35,120.59,119.85,99.11,75.8,83
265.56,120.67,119.9,98.98,75.88,83
265.62,120.56,119.86,99.04,75.57,83
266.01,120.55,119.75,99.03,75.72,83
266.27,120.49,119.63,99.04,75.5,83
266.55,120.55,119.65,99.02,75.62,83
265.64,120.58,119.65,98.98,75.67,83
265.22,120.61,119.65,98.96,75.47,83
266.62,120.55,119.73,98.97,75.52,83
266.44,120.55,119.64,98.98,75.72,83
266.6,120.57,119.73,98.99,75.38,83
269.28,120.64,119.81,99,75.2,83
271.45,120.98,120.11,99.06,75.15,83
271.74,121.31,120.4,99.07,75.03,83
271.7,121.44,120.59,99.03,75.19,83
263.53,121.4,120.47,99.08,74.96,83
266.59,121,120.13,99.03,74.48,83
267.39,120.82,119.94,98.97,74.69,83
267.34,120.66,119.84,98.99,74.38,83
